Latitude,Longitude,Address
49.23002034811131,-123.02756951829419,"5920, Arlington Street, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.23283566195938,-123.04184580396084,"East 41st Avenue, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.233087480094696,-123.0432552945322,"2985, East 41st Avenue, Collingwood, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.24009330221976,-123.08135096541173,"Sherbrooke Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5W, Canada"
49.23196544330297,-123.03243018576329,"Kingsway, Killarney, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.23599824976813,-123.05660403250637,"East 38th Avenue, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.234436317379824,-123.04534167447332,"Vancouver Formosa Academy, 5621, Killarney Street, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R 3W4, Canada"
49.23205929009291,-123.0309930802228,"Alcoholics Anonymous Central Office & Greater Vancouver Intergroup, 3457, Kingsway, Collingwood, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R 5L5, Canada"
49.22995840433044,-123.01729993514837,"Chest, BC Parkway, Metrotown, Burnaby, Metro Vancouver Regional District, British Columbia, V5H 1Y5, Canada"
49.23202136749556,-123.02966595266525,"3489, Kingsway, Collingwood, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.24146340000887,-123.08616433377193,"Saint Catherines Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.23507861657076,-123.04489255755188,"College Street, Collingwood, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.242056782888035,-123.084022241999,"Windsor Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24246841009981,-123.08618971079356,"East 31st Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.23452652137966,-123.03518425008447,"3302, Church Street, Collingwood, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.242621399153194,-123.08300748785106,"East 31st Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24388604386092,-123.08958832042066,"719, East 30th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.240004772599434,-123.06622283839741,"1960, East 33rd Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5P, Canada"
49.24441944320397,-123.09248572774922,"East 29th Avenue, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24368359942867,-123.08467545322759,"Ringwood Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24438691945202,-123.08619183439416,"Saint Catherines Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.2498518409971,-123.11835031139631,"4050, Ash Street, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.25088255481692,-123.12072938060729,"West 23rd Avenue, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.24516148625945,-123.08623562139522,"East 28th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24549431973922,-123.08793077702074,"East 28th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.23779019255484,-123.04144998940339,"Horley Street, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.250280587693545,-123.11392156785615,"489, West 23rd Avenue, Cambie Village, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.24599657567009,-123.08764202457886,"Prince Albert Street, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24799235139466,-123.09920537025778,"Sophia Street, Fraserhood, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.25246666249183,-123.12432602411299,"West 20th Avenue, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.240588689123825,-123.05262599042123,"4850, Slocan Street, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.24115901460583,-123.05564476149647,"West Building, 2435, Kingsway, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R 0K5, Canada"
49.24687797589868,-123.08902608095511,"735, East 27th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.243527384138595,-123.06814177246986,"4586, Commercial Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.24084678821512,-123.05157356687424,"2590, Ward Street, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R 6E2, Canada"
49.253851698991056,-123.12852906163197,"1055, Wolfe Avenue, Shaughnessy, Vancouver, Metro Vancouver Regional District, British Columbia, V6H, Canada"
49.24816372592466,-123.09383375643344,"4198, St George Street, Fraserhood, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.2443409843496,-123.06941936297103,"4540, Welwyn Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25340843013791,-123.1225725511615,"819, West 20th Avenue, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.246809751161834,-123.08121841192764,"Saint Casimir's Parish, 1187, East 27th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.247593588300425,-123.08241757624295,"East 26th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.24232440551235,-123.04993267739982,"John Norquay Elementary School, 4710, Slocan Street, Norquay Village, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R 2A1, Canada"
49.24435250896526,-123.05749053754482,"Brock Street, Norquay Village, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.244992970425116,-123.059130038512,"Wenonah Street, Norquay Village, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.24972132127006,-123.08547353482369,"Saint Catherines Street, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.243221316190194,-123.04421096359336,"Vanness Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.24578791562596,-123.05939596225295,"2238, East 28th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.24639083836984,-123.0616103054363,"2188, East 27th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N 2W9, Canada"
49.24238346610001,-123.03658909324051,"4719, Rupert Street, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.256132723219665,-123.11870630028665,"695, West 17th Avenue, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.248171566912326,-123.06738537878022,"4114, Commercial Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.260322463733914,-123.13872174595207,"2843, Granville Street, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6H, Canada"
49.245733518793,-123.05107128644168,"East 28th Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5R, Canada"
49.248955404050925,-123.06858454309553,"4039, Miller Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.260845596287396,-123.13925801215551,"Douglas Lodge, 2799, Granville Street, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6H 3J1, Canada"
49.25556752704952,-123.10751970577186,"West 17th Avenue, Cambie Village, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.25002415481592,-123.07099165199574,"1616, East 22nd Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.252480702759684,-123.08381726558413,"Windsor Street, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.25650324243528,-123.1056299712021,"30, West 16th Avenue, Cambie Village, Riley Park, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.251427462443935,-123.07430438650118,"3738, Lanark Street, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.24918293146918,-123.05785052043656,"BC Parkway, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25151487309219,-123.07082904956872,"1662, East 21st Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25232663557212,-123.07419525795848,"1462, East 20th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25049966972162,-123.06134421017501,"2095, Stainsbury Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25207615693868,-123.07009426759309,"3646, Maxwell Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25350160718125,-123.07863884219678,"1225, East 19th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.25033675692215,-123.05826802838747,"Naomi Place, 3598, Copley Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N 5B2, Canada"
49.25029661271235,-123.0571275489448,"3835, Nanaimo Street, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25794266760162,-123.0994608965281,"265, East 15th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.254290614469596,-123.07746941645118,"1316, East 18th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.25425713509714,-123.0757689926639,"3412, Knight Street, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25122405422534,-123.05528820087166,"2450, East 21st Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada"
49.250695098107194,-123.05201749731336,"2613, East 22nd Avenue, Renfrew-Collingwood, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada"
49.260467856835646,-123.10909859429212,"183, West 12th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.26900845377043,-123.16009351867771,"West 3rd Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.252949969381454,-123.06373418325616,"2008, East 19th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25872340101719,-123.09834185727912,"2636, Sophia Street, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.256126042050624,-123.0818726686228,"Glen Drive, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5V, Canada"
49.26365281595461,-123.12649048719929,"999, West Broadway, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.26143249402113,-123.11058166760769,"2648, Alberta Street, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.25914919917634,-123.096095055685,"Mount Saint Joseph Hospital, 3080, Prince Edward Street, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.26016202574874,-123.10126639768325,"169, East 12th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.266032522245276,-123.13545608186172,"1386, West 6th Avenue, South Granville, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6H, Canada"
49.25417665065393,-123.06318865488956,"East 19th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.26279676824557,-123.11266059861303,"Your Dollar Store with More, 398, West Broadway, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y 1R2, Canada"
49.25826587954089,-123.08520115044006,"Saint Catherines Street, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.263326949517776,-123.1145388902456,"A&W, 467, West Broadway, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y 1R4, Canada"
49.26996328155766,-123.15401909939496,"2145, West 2nd Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.261294362002076,-123.10155509295168,"187, East 11th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.25627810815555,-123.07038636062248,"1606, East 15th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.257664141113175,-123.07579516195233,"1418, East 14th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.26063520469417,-123.09310469184568,"497, East 11th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.26113056709204,-123.095974059485,"Kensington Court, 467, East 11th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T 4K8, Canada"
49.264341842516906,-123.11502343861862,"BC Liquor Store, 2395, Cambie Street, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V5Z, Canada"
49.27130273416379,-123.15624918989013,"2248, York Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.25645925124592,-123.06677300601784,"1851, East 16th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.27592957692304,-123.18338397227605,"Royal Vancouver Yacht Club Jericho Station, Alma Street, West Point Grey, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
49.27671973585551,-123.18792045585167,"Royal Vancouver Yacht Club Jericho Station, Alma Street, West Point Grey, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
49.27414325351155,-123.17227628584068,"Point Grey Road, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.276573256453744,-123.18604258893922,"Royal Vancouver Yacht Club Jericho Station, Alma Street, West Point Grey, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6R, Canada"
49.2574030118088,-123.06743106068807,"1824, East 14th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.274603257967996,-123.16973461420268,"Seaside Bikeway, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.274862239169856,-123.17118704233485,"Point Grey Road, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.25770186768691,-123.06682291062089,"1846, East 14th Avenue, Little Saigon, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.26507561169962,-123.10882371876123,"British Columbia Ambulance Service, 181, West 7th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.25848064902359,-123.0690915771288,"1744, East 13th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.25891759608287,-123.07171076833897,"1603, East 13th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.2761432764374,-123.17316695640088,"Point Grey Road, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.2763969323038,-123.17248782908362,"Point Grey Road, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada"
49.260598270389366,-123.07428654009476,"1459, East 11th Avenue, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.26460686781325,-123.09791534036482,"329, East 7th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.27284508042763,-123.13949900810093,"Fisherman's Wharf, Seaside Bike Route, Fairview, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
49.26665630528007,-123.10110186768195,"East 5th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.26729182528584,-123.10251178297342,"127, East 4th Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.26977292531436,-123.11198517942994,"Hummingbird Place, 265, West 1st Avenue, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5Y, Canada"
49.262081515227656,-123.06508070908623,"East Broadway (EB) at Victoria Dr, East Broadway, Kensington-Cedar Cottage, Vancouver, Metro Vancouver Regional District, British Columbia, V5N, Canada"
49.27506938002885,-123.14153409493176,"Vanier Bike Park, Whyte Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
49.26628202076067,-123.0880601777822,"756, Great Northern Way, Mount Pleasant, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.267713253730015,-123.09353995636211,"Emily Carr University, 520, East 1st Avenue, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V5T, Canada"
49.277682862021706,-123.15020130744247,"Hadden Beach, Ogden Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada"
49.27368276716625,-123.1239239449392,"Parkview Tower, 289, Drake Street, Yaletown, Downtown, Vancouver, Metro Vancouver Regional District, British Columbia, V6B 4Y8, Canada"
49.26909690988948,-123.09463526029647,"Industrial Avenue, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A, Canada"
49.276245266420595,-123.13558497622363,"Burrard Street Bridge, Davie Village, West End, Vancouver, Metro Vancouver Regional District, British Columbia, V6E, Canada"
49.26892189256937,-123.09128655527243,"The Hive Bouldering Gym, 520, Industrial Avenue, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A 2P3, Canada"
49.27011207242216,-123.09832086631154,"Industrial Avenue, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A, Canada"
49.269672021639856,-123.09338347153707,"Industrial Avenue, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A, Canada"
49.270151947098405,-123.09626028811218,"Scotia Street, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A, Canada"
49.271358519511026,-123.09869368064771,"Central Street, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A, Canada"
49.27181496285314,-123.09903015691862,"240, Northern Street, Strathcona, Vancouver, Metro Vancouver Regional District, British Columbia, V6A, Canada"
49.30824573123316,-123.28651245459508,"Metro Vancouver Regional District, British Columbia, Canada"
